CONTENIDO A ANALIZAR;INTENSIDAD
hdp!!!así­ tengas la misma muerte!!;4
el cierre perimetral es una pantomima que no ha funcionado desde que se implantó. no seamos más imbeciles con palabrerí­a barata. inglaterra ha confinado en enero . nosotros que haremos , hacerlo en marzo? gilipollas.;4
menudo panfleto sois. no serví­s ni para limpiarme el ojete.;4
pues adiós, payaso;4
que hijos de puta tenéis que ser para escribir esto;4
gilipolla!;4
sinvergüenzas racistas carroñeros es lo que sois;4
sois unos putos tarados. borren esto de inmediato o mañana @idiazayuso pide voluntarios con 2 cajetillas de ducados;4
es la tonta útil !;4
sois unos bastardos,racistas y mediocres;4
sois asquerosos, vaya nivel de periodismo;4
es al revés petarda...;4
pues seria bueno pues uds son unos corruptos ladrones, sinvergüenzas eso se llama estar cagados pq quien hace bien no tendrí­a que preocuparse;4
esta tí­a es más tonta y no nace. ah espera: que quizá ella también es de mentira.;4
imbéciles, sí­ ya nos encerraron y estamos igual o peor, xq mejor no nos dan los datos de los test que se están haciendo, a ver sino es ese el problema, que no se hacen test y que la gente anda por ahí­ contagiando sin saber que está infectada? eso sí­ es que el virus existe.;4
sois  miserables;4
idiota;4
menudo inútil diciendo esto.caradura;4
sois subnormales;4
idos a la mierda!;4
fantoche;4
chulo, de medio pelo.;4
miserable,no tienes vergüenza,deberí­as estar en la cárcel;4
que asco de periodistas manipulados por florentino pérez. ya no saben que hacer para que messi deje el barca. basura. asqueroso periodismo. porque no sacan la mierda del tí­o flo. cloacas, marionetas.;4
un tonto menos;4
payasos;4
"prision?
pena de muerte a martillazos
esa es la mejor condena, a los animales rabiosos hay que sacrificarlos";4
qué hijo de puta.;4
basura de diario;3
terrorismo informativo.;1
terrorismo informativo;1
váis arrestar ilegalmente a vuestra puta madre;4
terroristas informativos;1
psicópatas;4
váis arrestar ilegalmente a vuestra puta madre;4
terroristas informativos;1
psicópatas;4
terroristas informativos;1
terroristas informativos;1
psicópatas;4
psicópatas;4
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
psicópatas;4
psicópatas;4
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
se va ha vacunar vuestra puta madre;4
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
psicópatas;4
terroristas informativos;1
terroristas informativos;1
terrorismo informativo.;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
psicópatas;4
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
terroristas informativos;1
sois gilip0llas.;4
pedazo de golfo como hay pocos.;4
golfoooo eres el unico preso del mundo que a engordado.;4
chupame la pija edmundo;4
panda de sinvergüenzas, genera el doble de lo que cobra. hdp.;4
vaya colla de miserables @defensagob !!!;4
hijos de puta;4
este tí­o es un jeta. encima se quiere llevar a los familiares de los fallecidos por su negligencia?;4
pero como se puede ser tan hijos de la gran puta!!!!!;4
que asco de gente;4
que asco de gente;4
que panda de cobardes. que los metan en una prisión y que sufran las vejaciones que ellos han propiciado a este chaval. es increí­ble que a estas alturas de vida sigan pasando este tipo de actuaciones. que asco.;5
qué asco de panfleto.;4
patetica desesperacion cloakera;4
chusmas!;1
cifuentes es una rata y este medio la cloaca;4
menuda basura de portada, no tendremos otras cosas más importantes....;4
iros a la mierda;4
@lavanguardia putos futbolistas con los privilegios todos;4
basura;4
asesino sinvergüenza;4
@lavanguardia puto lloron;4
basura de periodismo, tendrí­a que daros vergüenza engañar así­.... noticia repercusión mundial???? .. la gente pensando por algo de la pandemia y esta bazofia.....;4
indigno y cobarde .... igual que su jefe.;4
"que hijos de puta, cuánto les pago bartomeu y rosell por filtrar esto?
seguro que esto será el empujón para asegurar que messi se vaya en junio. 
que asco de el mundo.";4
panda de estúpidos y egoí­stas !;4
"1-tu 
2-puta
3-madre";4
q asco da hay personas de todo tipo se irán a la quiebra perdieron toda credibilidad;4
que mierda de dirigentes tenemos;4
@lavanguardia que asco de justicia... a picar piedra los pondria yo.. asi va este pais con las blandos castigos que imponen.;4
@lavanguardia que hdp;4
valientes hijosdeputa... con la que esta cayendo;4
que asqueroso!!!;4
panfleto;1
pero que coño dices mamon!!! pon los fondos para proveer los colegios que europa los ha puesto para eso, pon fondos a los sanitarios.., donde esta el resto del dinero de impuestos que se pagan?? sois todos todos unos impresentables;4
que cierre la boca el inutil este;4
que diario de mierda son, amarillistas , cambiense el nombre a gaceta del real madrid.;4
@lavanguardia menuda gilipollez !! pues que pongan a un negro de melchor con la cara pintada de blanco !! ;4
dais un asco indescriptible.;4
pero que mierda es esta.;4
a tomar por culo el mural;4
escoria;4
trump es un puto criminal. espero que lo metan en prisión.;4
vete al carajo y calienta a otros.;4
a ver si muere pronto y con el sus secuaces;5
sois pura mierda, panfleto que solo sirve para mearse en el;4
más tonto y se cae de culo.;4
van con la polla fuera.;4
menuda idiotez, para q coñ0 vas a perder esas dosis? se les vacuna y se les sanciona de manera seria.;4
hdlgp;4
me importa una mierda... q se acabe el circo de los romanos ya!! y la gente empiece a pensar. nadie deberí­a ganar esa burrada;4
menuda gilipollez de frase;4
este tí­o es imb...ecil;4
este mamar...racho no puede estar más tiempo en este desgobierno  asesino comp su hembra  no por esto sino por la trama persecucion que tiene a nuestro rey  y a nuestra democracia y si sigue   más tiempo    es porque el psoe   radical está de acuerdo como se están actuando;4
llamar loco a ese hijo de puta inadaptado paga pensiones es ofensivo para los que si tienen una enfermedad mental.;4
mamarracho ,demagogo, cí­nico;4
puto bastardo de mierda es lo que eres pedro sánchez;4
como es español y putero todo el dí­a en las noticias;4
asco de cerda;4
gilipolleces;4
que asco de gentuza!!!;4
jodida rata... q pena del ojo x ojo.;4
"que asco me da todo esto!!!!
porque no les preguntan a los que han matado?";4
hijos de p......;4
"hijos de pvta. hay que decirlo más.

y lo digo porque confinamiento Â«duroÂ» en uk en ningún momento te impide que salgas a pasear con los miembros de tu familia ni te obliga a llevar mascarilla por la calle.";4
sois unos racistas de mierda;4
ojalá no dure ni dos dí­as en la calle sin que se le coma el cáncer y se muera.;5
sois basura;4
puta basura racista;4
que puto asco me da!!! y perdón por la expresión,me sale del alma;4
basura;4
payaso;4
que p*to reventado. a ver si desaparece de los medios para siempre.;4
basura, púdrete en la cárcel.;4
me importa una mierda la vida de un loco...;4
tu eror es nacer....;4
panfleto;1
sois unos miserables.;4
más bien , es el equipo puto del pueblo .;4
@lavanguardia que ascazo!!!!;4
que diario de mierda;4
put*s sinvergüenzas;4
"@martnnu44547928 que asco de titular 
que asco el racismo
que verguenza de pais es ejjpana.";4
nauseabundo, escoria;4
panda de taraos... ojo! que esto es contagioso y poco falta para que llegue a españa y se adopten esta actitudes;4
ojalá te pudras en la cárcel;4
ineptos desde marzo no saber hacer nada nada más q arruinar a la gente!!! lo de la vacunación ya es el golpe final;4
sois un panfleto ...;1
a la puta calle;4
@psoe.... a la puta calle;4
a la puta calle;4
ascazo .;4
vete a la mierda, hipócrita. deja a los muertos en paz, ya que tu nefasta actuación fue incapaz de mantenerlos con vida.;4
el panfleto racista, panfleto por decir algo;4
los mosos son unos inútiles, banda de delincuentes al servicio de la revolución, golfos indeseables eso es la policí­a de cataluña;4
sois mu tontos;4
que hp;4
jjjjj este es tonto hoy y mañana jjjjjj tu paí­s te guste más o menos es españa y así­ la vas a palmar español .;4
panfleto sinvergüenza.las ccaa â€˜s tienen la responsabilidad de administrar las vacunas  y son ellas la que tienen que organizar .dejad de confundir y mentir en vuestro panfleto, sois escoria .;4
panfleto carapolla;4
panfleto blanqueando ineptos;4
payaso;4
panfleto basura;4
panfleto basura;4
panfleto de mierda    vxiano;4
panfleto basura;4
panfleto basura;4
pero que inútil eres , lástima de sueldo;4
panfleto de mierda  creador de bulos y odio;4
son una secta de locos e inútiles;4
panfleto de mierda;4
"que gentuza manda en madriz , con 20000 muertos y los que habrán y su preocupación es cataluña .
basura polí­tica y basura de prensa";4
panfleto basura;4
panfleto basura;4
hijos de la gran puta!!!;4
la pena de muerte para cuando?;4
@lavanguardia como dijo el keo: chupame la polla y copiame el sabor de falo;4
idos a tomar por culo;4
jodido canalla...;4
q porquerí­a de periodismo hacéis..el titular de escrivá os lo ha secuestrado a vosotros el gobierno...todo por la pasta,no?el derecho a la información os lo pasáis por el arco del triunfo.;1
tu si que eres una plaga.;4
asco de periódico;4
escoria.;4
sois peor que la basura.;4
@lavanguardia yo me cago en su puta madre.;4
un hijo de la gran puta más.;4
que mierda de análisis es ese....a la altura del periódico...siempre buscando el lí­o...la comparación mal entendida...la miseria humana;4
"vaya puta mierda de titular xenófobo. 
a pastar señores.";4
hdlgp;4
hijo de terrorista ,¿y tu que eres?;4
asco, no confundas,,,,;4
hdp@;4
criminales!!!! imágenes q le rompen el corazón a un ser humano, es obvio q los animales como esta gentuza les  encanta hacer daño al prójimo...;4
a la mierda, como mí­nimo!;4
que asco dan algunos seres humanos...;4
que asquito dais.;4
que cí­nicos, patéticos. es una mierda de hospital;4
hdlgp;4
una puta vergüenza;4
que de vayan a tomar por culo. cobardes.;4
menudo militar de mierda, vergüenza del ejercito, le poní­a a hacer garitas;4
son un hijo de puta;4
sois una mierda;4
panfleto asqueroso, reaccionario y vomitivo, dais vergüenza;4
panfleto asqueroso, reaccionario y vomitivo...;4
panfleto asqueroso, reaccionario y vomitivo...;4
panfleto asqueroso, reaccionario y vomitivo, y garcí­a delgado un retrasao...;4
panfleto asqueroso, reaccionario y vomitivo, sois unos miserables sinvergüenzas manipuladores;4
panfleto asqueroso, reaccionario y vomitivo, qué habréis hecho...;4
hijos de puta el mundo periódico de mierda ,bartomeu miserable hijo de puta el mejor jugador de la historia soy del real madrid pero esto me llama de bronca que aprovechen para largar mierda;4
hdp;4
que asco de privilegiados. se creen que las urnas les otorgan poder para hacer lo que les salga de las narices;4
carbones ya podrán con el pobrecito señor, hay tienen que hacer justicia justicia mano dura con esa jentuza para que noooo vuelva a pasar esto, no tienen vergüenza ni educación jentuza a la cárcel y allí­ se les quita las ganas de dañar a personas vasta yaa....;5
pero qué retrasados son...no se libra ni uno...;4
hde la gran puta!;4
puta mala suerte;4
el tio mas inútil y más chulo de españa;4
que puta vergüenza de paí­s.;4
sinverguenza putero;4
imbéciles;4
sinvergüenzas ladrones!;4
"son unos hdlgp... los ciudadanos obedecen como borregos las medidas draconianas para que los ahora niños mimados de la sanidad trabajen menos que otros años por estas fechas.
ninguno lo dirá, pero esa es la realidad.";4
q se pudra en la carcel;4
menuda impresentable;4
pero que carrera desgraciado !!!!!!;4
quien ese guarro?;4
eso es mentira. sois una escoria de panfleto.;4
"qué asco!!! para que te apliquen razones humanitarias,
primero hay que ser humano y no una rata de cloaca";4
qué asco me da este tí­o, de verdad;4
qué vergüenza!!! sois unos miserables! en la uci tení­ais que acabar todos!;5
#ximoasesino;4
"osea este gilipollas se odia a si mismo..
de verdad este pendejo puede pensar a estas alturas que ese discurso dado por el convence a alguien...???
cuanta estupidez...
por eso hayan de todo para perpetuarse.. jamas volveria a un gobierno ...
cárcel";4
este tipo de situaciones se resuelven todas con un francotirador y una sola bala;5
